time,v(vout)
4.66650000e-07,2.91044800e-03
4.66750000e-07,2.27087117e-03
4.66850000e-07,1.80132084e-03
4.66950000e-07,1.44763823e-03
4.67050000e-07,1.17762171e-03
4.67150000e-07,9.69837196e-04
4.67250000e-07,8.06359706e-04
4.67350000e-07,6.76075550e-04
4.67450000e-07,5.70143336e-04
4.67550000e-07,4.82675824e-04
4.67650000e-07,4.09168631e-04
4.67750000e-07,3.46478720e-04
4.67850000e-07,2.92257093e-04
4.67950000e-07,2.44794566e-04
4.68050000e-07,2.02825181e-04
4.68150000e-07,1.65381550e-04
4.68250000e-07,1.31747423e-04
4.68350000e-07,1.01341991e-04
4.68450000e-07,7.37349048e-05
4.68550000e-07,4.85523164e-05
4.68650000e-07,2.55183870e-05
4.68750000e-07,4.37468922e-06
4.68850000e-07,-1.57047971e-05
4.68950000e-07,-3.33521855e-05
4.69050000e-07,-5.00274303e-05
4.69150000e-07,-6.52271457e-05
4.69250000e-07,-7.94622544e-05
4.69350000e-07,-9.25965238e-05
4.69450000e-07,-1.04866965e-04
4.69550000e-07,-1.16276737e-04
4.69650000e-07,-1.26944905e-04
4.69750000e-07,-1.36923939e-04
4.69850000e-07,-1.46279355e-04
4.69950000e-07,-1.55077872e-04
4.70000000e-07,-1.59279537e-04
4.70010000e-07,-3.49476693e-05
4.70030000e-07,8.44609673e-05
4.70070000e-07,1.02730731e-04
4.70150000e-07,9.25137613e-05
4.70250000e-07,8.87125221e-05
4.70350000e-07,8.16434215e-05
4.70450000e-07,7.70641292e-05
4.70550000e-07,7.18695271e-05
4.70650000e-07,6.75288731e-05
4.70750000e-07,6.33908682e-05
4.70850000e-07,5.95367988e-05
4.70950000e-07,5.61161097e-05
4.71050000e-07,5.27619412e-05
4.71150000e-07,4.98872481e-05
4.71250000e-07,4.69816645e-05
4.71350000e-07,4.45465957e-05
4.71450000e-07,4.20267548e-05
4.71550000e-07,3.99546257e-05
4.71650000e-07,3.77617432e-05
4.71750000e-07,3.59926149e-05
4.71850000e-07,3.40756765e-05
4.71950000e-07,3.25609255e-05
4.72050000e-07,3.08767797e-05
4.72150000e-07,2.95763250e-05
4.72250000e-07,2.80888145e-05
4.72350000e-07,2.69693882e-05
4.72450000e-07,2.56482913e-05
4.72550000e-07,2.46821895e-05
4.72650000e-07,2.35022765e-05
4.72750000e-07,2.26663882e-05
4.72850000e-07,2.16065835e-05
4.72950000e-07,2.08815989e-05
4.73050000e-07,1.99242816e-05
4.73150000e-07,1.92940506e-05
4.73250000e-07,1.84244790e-05
4.73350000e-07,1.78754769e-05
4.73450000e-07,1.70812920e-05
4.73550000e-07,1.66021742e-05
4.73650000e-07,1.58730149e-05
4.73750000e-07,1.54542535e-05
4.73850000e-07,1.47814093e-05
4.73950000e-07,1.44149841e-05
4.74050000e-07,1.37911196e-05
4.74150000e-07,1.34702711e-05
4.74250000e-07,1.28892002e-05
4.74350000e-07,1.26082105e-05
4.74450000e-07,1.20647007e-05
4.74550000e-07,1.18187317e-05
4.74650000e-07,1.13083478e-05
4.74750000e-07,1.10932833e-05
4.74850000e-07,1.06122498e-05
4.74950000e-07,1.04245879e-05
4.75050000e-07,9.96969400e-06
4.75150000e-07,9.80643482e-06
4.75250000e-07,9.37492419e-06
4.75350000e-07,9.23349303e-06
4.75450000e-07,8.82300083e-06
4.75550000e-07,8.70118613e-06
4.75650000e-07,8.30967171e-06
4.75750000e-07,8.20555456e-06
4.75850000e-07,7.83125402e-06
4.75950000e-07,7.74316777e-06
4.76050000e-07,7.38454361e-06
4.76150000e-07,7.31103566e-06
4.76250000e-07,6.96674507e-06
4.76350000e-07,6.90654055e-06
4.76450000e-07,6.57540654e-06
4.76550000e-07,6.52738309e-06
4.76650000e-07,6.20836914e-06
4.76750000e-07,6.17153047e-06
4.76850000e-07,5.86371508e-06
4.76950000e-07,5.83717919e-06
4.77050000e-07,5.53974281e-06
4.77150000e-07,5.52272054e-06
4.77250000e-07,5.23493042e-06
4.77350000e-07,5.22671114e-06
4.77450000e-07,4.94790996e-06
4.77550000e-07,4.94785445e-06
4.77650000e-07,4.67744832e-06
4.77750000e-07,4.68497701e-06
4.77850000e-07,4.42242714e-06
4.77950000e-07,4.43701641e-06
4.78050000e-07,4.18183204e-06
4.78150000e-07,4.20299887e-06
4.78250000e-07,3.95473350e-06
4.78350000e-07,3.98203756e-06
4.78450000e-07,3.74028310e-06
4.78550000e-07,3.77331901e-06
4.78650000e-07,3.53769976e-06
4.78750000e-07,3.57609557e-06
4.78850000e-07,3.34625944e-06
4.78950000e-07,3.38967249e-06
4.79050000e-07,3.16530069e-06
4.79150000e-07,3.21340813e-06
4.79250000e-07,2.99420341e-06
4.79350000e-07,3.04670700e-06
4.79450000e-07,2.83239057e-06
4.79550000e-07,2.88901554e-06
4.79650000e-07,2.67933184e-06
4.79750000e-07,2.73981892e-06
4.79850000e-07,2.53452531e-06
4.79950000e-07,2.59863332e-06
4.80050000e-07,2.39750664e-06
4.80150000e-07,2.46501037e-06
4.80250000e-07,2.26783947e-06
4.80350000e-07,2.33852657e-06
4.80450000e-07,2.14511165e-06
4.80550000e-07,2.21878240e-06
4.80650000e-07,2.02894343e-06
4.80750000e-07,2.10541261e-06
4.80850000e-07,1.91897289e-06
4.80950000e-07,1.99806309e-06
4.81050000e-07,1.81486015e-06
4.81150000e-07,1.89640596e-06
4.81250000e-07,1.71628603e-06
4.81350000e-07,1.80013361e-06
4.81450000e-07,1.62295022e-06
4.81550000e-07,1.70895233e-06
4.81650000e-07,1.53456872e-06
4.81750000e-07,1.62258567e-06
4.81850000e-07,1.45087670e-06
4.81950000e-07,1.54077843e-06
4.82050000e-07,1.37162023e-06
4.82150000e-07,1.46328462e-06
4.82250000e-07,1.29656079e-06
4.82350000e-07,1.38987073e-06
4.82450000e-07,1.22547615e-06
4.82550000e-07,1.32031988e-06
4.82650000e-07,1.15815399e-06
4.82750000e-07,1.25442844e-06
4.82850000e-07,1.09438854e-06
4.82950000e-07,1.19199621e-06
4.83050000e-07,1.03399738e-06
4.83150000e-07,1.13284535e-06
4.83250000e-07,9.76796581e-07
4.83350000e-07,1.07679650e-06
4.83450000e-07,9.22619509e-07
4.83550000e-07,1.02368839e-06
4.83650000e-07,8.71303512e-07
4.83750000e-07,9.73363278e-07
4.83850000e-07,8.22698231e-07
4.83950000e-07,9.25674650e-07
4.84050000e-07,7.76661086e-07
4.84150000e-07,8.80482523e-07
4.84250000e-07,7.33052706e-07
4.84350000e-07,8.37653492e-07
4.84450000e-07,6.91749837e-07
4.84550000e-07,7.97066502e-07
4.84650000e-07,6.52626374e-07
4.84750000e-07,7.58600112e-07
4.84850000e-07,6.15569229e-07
4.84950000e-07,7.22144404e-07
4.85050000e-07,5.80468482e-07
4.85150000e-07,6.87590606e-07
4.85250000e-07,5.47223921e-07
4.85350000e-07,6.54841215e-07
4.85450000e-07,5.15733090e-07
4.85550000e-07,6.23801589e-07
4.85650000e-07,4.85908557e-07
4.85750000e-07,5.94377142e-07
4.85850000e-07,4.57657699e-07
4.85950000e-07,5.66488791e-07
4.86050000e-07,4.30901289e-07
4.86150000e-07,5.40051429e-07
4.86250000e-07,4.05557365e-07
4.86350000e-07,5.14991164e-07
4.86450000e-07,3.81555213e-07
4.86550000e-07,4.91234582e-07
4.86650000e-07,3.58823100e-07
4.86750000e-07,4.68713439e-07
4.86850000e-07,3.37293040e-07
4.86950000e-07,4.47361277e-07
4.87050000e-07,3.16903017e-07
4.87150000e-07,4.27119901e-07
4.87250000e-07,2.97593609e-07
4.87350000e-07,4.07927365e-07
4.87450000e-07,2.79305355e-07
4.87550000e-07,3.89733310e-07
4.87650000e-07,2.61986403e-07
4.87750000e-07,3.72479163e-07
4.87850000e-07,2.45587494e-07
4.87950000e-07,3.56121351e-07
4.88050000e-07,2.30057953e-07
4.88150000e-07,3.40606820e-07
4.88250000e-07,2.15352873e-07
4.88350000e-07,3.25900627e-07
4.88450000e-07,2.01427593e-07
4.88550000e-07,3.11950329e-07
4.88650000e-07,1.88245107e-07
4.88750000e-07,2.98721542e-07
4.88850000e-07,1.75761822e-07
4.88950000e-07,2.86176634e-07
4.89050000e-07,1.63943532e-07
4.89150000e-07,2.74277089e-07
4.89250000e-07,1.52755729e-07
4.89350000e-07,2.62991448e-07
4.89450000e-07,1.42163347e-07
4.89550000e-07,2.52286407e-07
4.89650000e-07,1.32137120e-07
4.89750000e-07,2.42131475e-07
4.89850000e-07,1.22645367e-07
4.89950000e-07,2.32498632e-07
4.90050000e-07,1.13662053e-07
4.90150000e-07,2.32678172e-07
4.90250000e-07,1.09154424e-07
4.90350000e-07,2.21264245e-07
4.90450000e-07,1.02220135e-07
4.90550000e-07,2.12033463e-07
4.90650000e-07,9.48117810e-08
4.90750000e-07,2.03779095e-07
4.90850000e-07,8.75317767e-08
4.90950000e-07,1.96107011e-07
4.91050000e-07,8.05583500e-08
4.91150000e-07,1.88877856e-07
4.91250000e-07,7.39320573e-08
4.91350000e-07,1.82032907e-07
4.91450000e-07,6.76530700e-08
4.91550000e-07,1.75543446e-07
4.91650000e-07,6.17113356e-08
4.91750000e-07,1.69381431e-07
4.91850000e-07,5.60902277e-08
4.91950000e-07,1.63533694e-07
4.92050000e-07,5.07719566e-08
4.92150000e-07,1.57984556e-07
4.92250000e-07,4.57419136e-08
4.92350000e-07,1.52713294e-07
4.92450000e-07,4.09839802e-08
4.92550000e-07,1.47706904e-07
4.92650000e-07,3.64874378e-08
4.92750000e-07,1.42954318e-07
4.92850000e-07,3.22327995e-08
4.92950000e-07,1.38440691e-07
4.93050000e-07,2.82138973e-08
4.93150000e-07,1.34152073e-07
4.93250000e-07,2.44120949e-08
4.93350000e-07,1.30078221e-07
4.93450000e-07,2.08204553e-08
4.93550000e-07,1.26208513e-07
4.93650000e-07,1.74250723e-08
4.93750000e-07,1.22529402e-07
4.93850000e-07,1.42185305e-08
4.93950000e-07,1.19036075e-07
4.94050000e-07,1.11879779e-08
4.94150000e-07,1.15713784e-07
4.94250000e-07,8.32827049e-09
4.94350000e-07,1.12555450e-07
4.94450000e-07,5.62489401e-09
4.94550000e-07,1.09552219e-07
4.94650000e-07,3.07333195e-09
4.94750000e-07,1.06697285e-07
4.94850000e-07,6.64557117e-10
4.94950000e-07,1.03983468e-07
4.95050000e-07,-1.61065682e-09
4.95150000e-07,1.01590983e-07
4.95250000e-07,-3.85664578e-09
4.95350000e-07,9.93783148e-08
4.95450000e-07,-6.01053807e-09
4.95550000e-07,9.72978751e-08
4.95650000e-07,-8.05475198e-09
4.95750000e-07,9.53197685e-08
4.95850000e-07,-9.98729266e-09
4.95950000e-07,9.34376653e-08
4.96050000e-07,-1.18094632e-08
4.96150000e-07,9.16447635e-08
4.96250000e-07,-1.35243865e-08
4.96350000e-07,8.99349773e-08
4.96450000e-07,-1.51414050e-08
4.96550000e-07,8.83042787e-08
4.96650000e-07,-1.66625070e-08
4.96750000e-07,8.67456059e-08
4.96850000e-07,-1.80933663e-08
4.96950000e-07,8.52587590e-08
4.97050000e-07,-1.94401922e-08
4.97150000e-07,8.38356164e-08
4.97250000e-07,-2.07072760e-08
4.97350000e-07,8.24791357e-08
4.97450000e-07,-2.18955792e-08
4.97550000e-07,8.11796166e-08
4.97650000e-07,-2.30132534e-08
4.97750000e-07,7.99379303e-08
4.97850000e-07,-2.40614539e-08
4.97950000e-07,7.87512248e-08
4.98050000e-07,-2.50451620e-08
4.98150000e-07,7.76128562e-08
4.98250000e-07,-2.59666790e-08
4.98350000e-07,7.65249028e-08
4.98450000e-07,-2.68303017e-08
4.98550000e-07,7.54816444e-08
4.98650000e-07,-2.76376811e-08
4.98750000e-07,7.44823136e-08
4.98850000e-07,-2.83934145e-08
4.98950000e-07,7.35257737e-08
4.99050000e-07,-2.91010358e-08
4.99150000e-07,7.26056891e-08
4.99250000e-07,-2.97603049e-08
4.99350000e-07,7.17237868e-08
4.99450000e-07,-3.03747628e-08
4.99550000e-07,7.08782870e-08
4.99650000e-07,-3.09480749e-08
4.99750000e-07,7.00637713e-08
4.99850000e-07,-3.14811669e-08
4.99950000e-07,6.92829255e-08
5.00050000e-07,-3.19759615e-08
5.00150000e-07,6.85327736e-08
5.00250000e-07,-3.24356630e-08
5.00350000e-07,6.78093170e-08
5.00450000e-07,-3.28625221e-08
5.00550000e-07,6.71118106e-08
5.00650000e-07,-3.32559576e-08
5.00750000e-07,6.64410787e-08
5.00850000e-07,-3.36210449e-08
5.00950000e-07,6.57964088e-08
5.01050000e-07,-3.39549482e-08
5.01150000e-07,6.51731550e-08
5.01250000e-07,-3.42627933e-08
5.01350000e-07,6.45741768e-08
5.01450000e-07,-3.45446740e-08
5.01550000e-07,6.39924437e-08
5.01650000e-07,-3.48033491e-08
5.01750000e-07,6.34334693e-08
5.01850000e-07,-3.50373697e-08
5.01950000e-07,6.28917323e-08
5.02050000e-07,-3.52497416e-08
5.02150000e-07,6.23676044e-08
5.02250000e-07,-3.54432734e-08
5.02350000e-07,6.18627889e-08
5.02450000e-07,-3.56155952e-08
5.02550000e-07,6.13708333e-08
5.02650000e-07,-3.57702369e-08
5.02750000e-07,6.08968398e-08
5.02850000e-07,-3.59068470e-08
5.02950000e-07,6.04367595e-08
5.03050000e-07,-3.60271040e-08
5.03150000e-07,5.99877800e-08
5.03250000e-07,-3.61340576e-08
5.03350000e-07,5.95552994e-08
5.03450000e-07,-3.62239723e-08
5.03550000e-07,5.91332814e-08
5.03650000e-07,-3.62994881e-08
5.03750000e-07,5.87249715e-08
5.03850000e-07,-3.63616140e-08
5.03950000e-07,5.83269225e-08
5.04050000e-07,-3.64134808e-08
5.04150000e-07,5.79392995e-08
5.04250000e-07,-3.64521525e-08
5.04350000e-07,5.75601648e-08
5.04450000e-07,-3.64815217e-08
5.04550000e-07,5.71947444e-08
5.04650000e-07,-3.64977372e-08
5.04750000e-07,5.68362548e-08
5.04850000e-07,-3.65055961e-08
5.04950000e-07,5.64862395e-08
5.05050000e-07,-3.65039415e-08
5.05150000e-07,5.61449235e-08
5.05250000e-07,-3.64915478e-08
5.05350000e-07,5.58134675e-08
5.05450000e-07,-3.64735050e-08
5.05550000e-07,5.54872242e-08
5.05650000e-07,-3.64449805e-08
5.05750000e-07,5.51679281e-08
5.05850000e-07,-3.64117162e-08
5.05950000e-07,5.48570945e-08
5.06050000e-07,-3.63701550e-08
5.06150000e-07,5.45516552e-08
5.06250000e-07,-3.63235725e-08
5.06350000e-07,5.42525227e-08
5.06450000e-07,-3.62682048e-08
5.06550000e-07,5.39599925e-08
5.06650000e-07,-3.62078600e-08
5.06750000e-07,5.36724191e-08
5.06850000e-07,-3.61421026e-08
5.06950000e-07,5.33933789e-08
5.07050000e-07,-3.60718670e-08
5.07150000e-07,5.31160903e-08
5.07250000e-07,-3.59957250e-08
5.07350000e-07,5.28433828e-08
5.07450000e-07,-3.59152158e-08
5.07550000e-07,5.25765205e-08
5.07650000e-07,-3.58299336e-08
5.07750000e-07,5.23161121e-08
5.07850000e-07,-3.57420915e-08
5.07950000e-07,5.20567790e-08
5.08050000e-07,-3.56491937e-08
5.08150000e-07,5.18045528e-08
5.08250000e-07,-3.55524335e-08
5.08350000e-07,5.15524641e-08
5.08450000e-07,-3.54520296e-08
5.08550000e-07,5.13079604e-08
5.08650000e-07,-3.53510106e-08
5.08750000e-07,5.10648563e-08
5.08850000e-07,-3.52437150e-08
5.08950000e-07,5.08247790e-08
5.09050000e-07,-3.51369510e-08
5.09150000e-07,5.05901424e-08
5.09250000e-07,-3.50252237e-08
5.09350000e-07,5.03579113e-08
5.09450000e-07,-3.49114320e-08
5.09550000e-07,5.01274563e-08
5.09650000e-07,-3.47953055e-08
5.09750000e-07,4.99005662e-08
5.09850000e-07,-3.46795509e-08
5.09950000e-07,4.96772900e-08
5.10000000e-07,-3.33121777e-08
5.10010000e-07,1.15538897e-04
5.10030000e-07,2.45216524e-04
5.10070000e-07,2.66679413e-04
5.10150000e-07,2.58169607e-04
5.10250000e-07,2.58864746e-04
